specimen_no,occurrence_no,reference_no,specimen_id,sex,specimen_part,is_type,measurement_no,measurement_type,average
19535,913704,34931,PIN 3286/71,NULL,forewing,paratype,37684,length,10.5
19537,913707,34938,CNU-B-NN2006003,NULL,wing,holotype,37686,width,5
19537,913707,34938,CNU-B-NN2006003,NULL,wing,holotype,37687,length,15.5
19539,913708,34939,CNU-DB-NN2006001,NULL,wing,holotype,37689,width,2
19539,913708,34939,CNU-DB-NN2006001,NULL,wing,holotype,37690,length,5.5
19541,913729,34940,CNU-OD-LB2004002,NULL,forewing,holotype,37692,width,6.1
19541,913729,34940,CNU-OD-LB2004002,NULL,forewing,holotype,37693,length,23.9
19542,913729,34940,CNU-OD-LB2004002,NULL,hindwing,holotype,37694,width,7.7
19542,913729,34940,CNU-OD-LB2004002,NULL,hindwing,holotype,37695,length,22.8
19543,913730,34940,CNU-OD-LB2004003,NULL,forewing,holotype,37696,width,6
19543,913730,34940,CNU-OD-LB2004003,NULL,forewing,holotype,37697,length,23
19544,913730,34940,CNU-OD-LB2004003,NULL,hindwing,holotype,37698,width,8
19544,913730,34940,CNU-OD-LB2004003,NULL,hindwing,holotype,37699,length,22
19545,913731,34941,CNU-COL-LB-2010495,NULL,elytron,holotype,37700,length,5
19547,913732,34943,CNU-HYM-LB-2008003,NULL,forewing,holotype,37703,length,10.2
19549,913733,34944,CNU-COL-LB2008601,NULL,elytron,holotype,37705,length,1.91
19551,913733,34944,CNU-COL-LB2008637,NULL,elytron,paratype,37707,length,1.8
19553,913733,34944,CNU-COL-LB2008646,NULL,elytron,paratype,37710,length,1.7
19555,913733,34944,CNU-COL-LB2008631,NULL,elytron,paratype,37713,length,1.7
19557,913733,34944,CNU-COL-LB2008691,NULL,elytron,paratype,37716,length,1.8
19559,913734,34944,CNU-COL-LB2008602,NULL,elytron,holotype,37719,length,1.79
19561,913734,34944,CNU-COL-LB2008608,NULL,elytron,paratype,37721,length,1.4
19563,913734,34944,CNU-COL-LB2008603,NULL,elytron,paratype,37724,length,1.5
19565,913735,34944,CNU-COL-LB2008605,NULL,elytron,paratype,37727,length,1.88
19567,913735,34944,CNU-COL-LB2008606,NULL,elytron,paratype,37729,length,1.15
19569,913735,34944,CNU-COL-LB2008607,NULL,elytron,paratype,37732,length,1.5
19571,913735,34944,CNU-COL-LB2008643,NULL,elytron,paratype,37735,length,1.2
19573,913735,34944,CNU-COL-LB2008147,NULL,elytron,paratype,37738,length,1.4
19575,913735,34944,CNU-COL-LB2008665,NULL,elytron,paratype,37741,length,1.35
19577,913735,34944,CNU-COL-LB2008638,NULL,elytron,paratype,37744,length,1.45
19579,913735,34944,CNU-COL-LB2008626,NULL,elytron,paratype,37747,length,1.5
19581,913735,34944,CNU-COL-LB2008641,NULL,elytron,paratype,37750,length,1.75
19583,913812,34948,CNU-P-NX2008001,NULL,forewing,holotype,37753,width,8.2
19583,913812,34948,CNU-P-NX2008001,NULL,forewing,holotype,37754,length,29.4
19584,913876,34952,MNHN.F.R51281,NULL,forewing,holotype,37755,width,18
19584,913876,34952,MNHN.F.R51281,NULL,forewing,holotype,37756,length,90
19585,913877,34952,MNHN.F.R51142,NULL,hindwing,NULL,37757,length,300
19586,913878,34952,MNHN.F.R52939,NULL,forewing,holotype,37758,width,28
19586,913878,34952,MNHN.F.R52939,NULL,forewing,holotype,37759,length,150
19587,913878,34952,MNHN.F.R52939,NULL,hindwing,holotype,37760,width,35
19589,913879,34952,MNHN-LP-R.52940,NULL,hindwing,holotype,37762,length,200
19590,913880,34952,NULL,NULL,forewing,holotype,260109,width,22
19590,913880,34952,NULL,NULL,forewing,holotype,37763,length,120
19591,913881,34952,MNHN-LP-R.51236,NULL,wing,holotype,37764,width,12.6
19591,913881,34952,MNHN-LP-R.51236,NULL,wing,holotype,37765,length,67.7
19593,1181650,34954,MNHN.F.R52935,NULL,forewing,holotype,37767,width,8
19593,1181650,34954,MNHN.F.R52935,NULL,forewing,holotype,37768,length,31
19594,1181650,34954,MNHN.F.R52935,NULL,hindwing,holotype,37769,length,20
19595,913882,34954,MNHN.F.R51163,NULL,hindwing,NULL,37770,length,32
19596,1030289,34954,MNHN.F.R51271,NULL,hindwing,NULL,37771,length,35
19598,913883,34954,MNHN.F.R51049,NULL,forewing,NULL,37773,width,20
19598,913883,34954,MNHN.F.R51049,NULL,forewing,NULL,37774,length,75
19599,913883,34954,MNHN.F.R51049,NULL,hindwing,NULL,37775,length,80
19600,913884,34954,MNHN.F.R51053,NULL,forewing,NULL,37776,width,18
19600,913884,34954,MNHN.F.R51053,NULL,forewing,NULL,37777,length,62
19601,913884,34954,MNHN.F.R51053,NULL,hindwing,NULL,37778,width,20
19601,913884,34954,MNHN.F.R51053,NULL,hindwing,NULL,37779,length,62
19602,913885,34954,MNHN.F.R51145,NULL,forewing,NULL,37780,width,10
19602,913885,34954,MNHN.F.R51145,NULL,forewing,NULL,37781,length,57
19603,913885,34954,MNHN.F.R51145,NULL,hindwing,NULL,37782,width,10
19603,913885,34954,MNHN.F.R51145,NULL,hindwing,NULL,37783,length,50
19604,913886,34954,Meunier brongniarti type,NULL,forewing,holotype,37784,width,7
19604,913886,34954,Meunier brongniarti type,NULL,forewing,holotype,37785,length,42
19605,913886,34954,Meunier brongniarti type,NULL,hindwing,holotype,37786,width,7
19605,913886,34954,Meunier brongniarti type,NULL,hindwing,holotype,37787,length,37
19606,913887,34954,MNHN.F.R51314,NULL,forewing,holotype,37788,width,9
19606,913887,34954,MNHN.F.R51314,NULL,forewing,holotype,37789,length,40
19607,913887,34954,MNHN.F.R51314,NULL,hindwing,holotype,37790,length,35
19608,913888,34954,NULL,NULL,forewing,holotype,37791,width,7
19608,913888,34954,NULL,NULL,forewing,holotype,37792,length,42
19609,913889,34954,MNHN.F.R51310,NULL,forewing,NULL,37793,width,13
19609,913889,34954,MNHN.F.R51310,NULL,forewing,NULL,37794,length,55
19610,913890,34954,MNHN.F.R51062,NULL,forewing,holotype,262625,width,15
19610,913890,34954,MNHN.F.R51062,NULL,forewing,holotype,37795,length,70
19611,913891,34954,MNHN.F.R51288,NULL,forewing,holotype,37796,width,7
19611,913891,34954,MNHN.F.R51288,NULL,forewing,holotype,37797,length,26
19612,913892,34954,MNHN.F.R51157,NULL,forewing,holotype,37798,width,14
19612,913892,34954,MNHN.F.R51157,NULL,forewing,holotype,37799,length,48
19613,913892,34954,MNHN.F.R51157,NULL,hindwing,holotype,37800,width,14
19613,913892,34954,MNHN.F.R51157,NULL,hindwing,holotype,37801,length,48
19614,913893,34954,Meunier maculata type,NULL,forewing,holotype,37802,width,9
19614,913893,34954,Meunier maculata type,NULL,forewing,holotype,37803,length,38
19615,913893,34954,Meunier maculata type,NULL,hindwing,holotype,37804,width,10
19615,913893,34954,Meunier maculata type,NULL,hindwing,holotype,37805,length,30
19616,913894,34957,MNHN.F.R51092,NULL,forewing,holotype,37810,width,6
19616,913894,34957,MNHN.F.R51092,NULL,forewing,holotype,37806,length,21.5
19617,913894,34956,MNHN.F.R51092,NULL,hindwing,holotype,37807,width,7
19617,913894,34956,MNHN.F.R51092,NULL,hindwing,holotype,37808,length,21
19619,913895,49236,MNHN.F.R51214,NULL,hindwing,holotype,37811,width,12
19619,913895,49236,MNHN.F.R51214,NULL,hindwing,holotype,37812,length,38
19620,913897,34958,MNHN.F.R52937,NULL,wing,holotype,37813,width,11
19620,913897,34958,MNHN.F.R52937,NULL,wing,holotype,37814,length,33
19621,913899,49001,MNHN-DHT-R52936,NULL,forewing,holotype,37815,width,8.6
19621,913899,49001,MNHN-DHT-R52936,NULL,forewing,holotype,37816,length,26.7
19622,913900,34959,MNHN-DHT-R51291,NULL,forewing,holotype,37817,width,10.9
19622,913900,34959,MNHN-DHT-R51291,NULL,forewing,holotype,37818,length,34.7
19623,1033235,34959,MNHN-DHT-R51111,NULL,forewing,holotype,37819,width,6.1
19623,1033235,34959,MNHN-DHT-R51111,NULL,forewing,holotype,37820,length,19.1
19624,1033236,34959,MNHN-DHT-R51127,NULL,forewing,paratype,37821,width,6.1
19624,1033236,34959,MNHN-DHT-R51127,NULL,forewing,paratype,37822,length,18.6
19625,913903,34959,MNHN-DHT-R51417,NULL,hindwing,NULL,37823,width,5.5
19625,913903,34959,MNHN-DHT-R51417,NULL,hindwing,NULL,37824,length,13.9
19626,913904,34959,MNHN-DHT-R51181,NULL,forewing,holotype,37825,width,7.8
19626,913904,34959,MNHN-DHT-R51181,NULL,forewing,holotype,37826,length,26
19627,913905,34959,Ld LAP 132B,NULL,forewing,holotype,37827,width,1.3
19627,913905,34959,Ld LAP 132B,NULL,forewing,holotype,37828,length,8.8
19628,913906,34959,Ld LAP 136AB,NULL,forewing,holotype,37829,width,4.6
19628,913906,34959,Ld LAP 136AB,NULL,forewing,holotype,37830,length,14.3
19629,913907,34959,PIN 2295/85,NULL,forewing,NULL,37831,width,10.2
19629,913907,34959,PIN 2295/85,NULL,forewing,NULL,37832,length,32.8
19630,913907,34959,PIN 2295/84,NULL,forewing,NULL,37833,width,9.8
19630,913907,34959,PIN 2295/84,NULL,forewing,NULL,37834,length,28.2
19631,913907,34959,PIN 2295/46,NULL,forewing,NULL,37835,width,11.5
19631,913907,34959,PIN 2295/46,NULL,forewing,NULL,37836,length,25
19632,913907,34959,PIN 2295/72,NULL,forewing,NULL,37837,width,12.8
19632,913907,34959,PIN 2295/72,NULL,forewing,NULL,37838,length,38.5
19633,913907,34959,PIN 2295/59,NULL,forewing,NULL,37839,width,11.8
19633,913907,34959,PIN 2295/59,NULL,forewing,NULL,37840,length,37.9
19634,913907,34959,PIN 2295/75,NULL,forewing,NULL,37841,width,10.3
19634,913907,34959,PIN 2295/75,NULL,forewing,NULL,37842,length,30.7
19635,913908,34959,PIN 3474/3,NULL,forewing,holotype,37843,width,10.7
19635,913908,34959,PIN 3474/3,NULL,forewing,holotype,37844,length,31.8
19636,913939,34960,NIGP 150276,NULL,hindwing,holotype,37845,length,4.6
19637,913939,34960,NIGP 150276,NULL,tegmen,holotype,37846,width,1.8
19637,913939,34960,NIGP 150276,NULL,tegmen,holotype,37847,length,5.3
19639,913940,34961,NIGP 149229,NULL,forewing,NULL,37849,width,11
19639,913940,34961,NIGP 149229,NULL,forewing,NULL,37850,length,30.5
19641,913941,34962,CNU-H-NN2007006,NULL,hindwing,holotype,37852,width,12
19641,913941,34962,CNU-H-NN2007006,NULL,hindwing,holotype,37853,length,20
19642,913942,34962,CNU-H-NN2007005,NULL,hindwing,NULL,37854,width,19
19642,913942,34962,CNU-H-NN2007005,NULL,hindwing,NULL,37855,length,31
19643,913943,34962,CNU-H-NN2006031,NULL,hindwing,NULL,37856,width,17
19643,913943,34962,CNU-H-NN2006031,NULL,hindwing,NULL,37857,length,26
19644,913943,34963,NIGP 140536,NULL,hindwing,holotype,37858,width,18
19644,913943,34963,NIGP 140536,NULL,hindwing,holotype,37859,length,24
19645,913943,34963,NIGP 140538,NULL,hindwing,paratype,37860,width,22
19645,913943,34963,NIGP 140538,NULL,hindwing,paratype,37861,length,30
19646,913945,34963,NIGP 140540,NULL,hindwing,holotype,37862,width,12
19646,913945,34963,NIGP 140540,NULL,hindwing,holotype,37863,length,17
19647,913946,34963,NIGP 140541,NULL,forewing,NULL,37864,width,18
19647,913946,34963,NIGP 140541,NULL,forewing,NULL,37865,length,51
19648,913947,34963,NIGP 140543,NULL,forewing,NULL,37866,width,20
19648,913947,34963,NIGP 140543,NULL,forewing,NULL,37867,length,46
19649,913947,34963,NIGP 140545,NULL,forewing,NULL,37868,width,19
19649,913947,34963,NIGP 140545,NULL,forewing,NULL,37869,length,45
19650,913947,34963,NIGP 140546,NULL,forewing,NULL,37870,width,21
19650,913947,34963,NIGP 140546,NULL,forewing,NULL,37871,length,41
19651,913948,34963,NIGP 140548,NULL,hindwing,holotype,37872,width,13
19651,913948,34963,NIGP 140548,NULL,hindwing,holotype,37873,length,21
19652,913949,34965,NIGP NND04021,NULL,forewing,holotype,37874,width,10.4
19652,913949,34965,NIGP NND04021,NULL,forewing,holotype,37875,length,22.1
19653,913950,34965,NIGP NND04033,NULL,forewing,holotype,37876,width,23.8
19653,913950,34965,NIGP NND04033,NULL,forewing,holotype,37877,length,51.2
19654,913951,34965,NIGP NND04135,NULL,forewing,holotype,37878,width,14.3
19654,913951,34965,NIGP NND04135,NULL,forewing,holotype,37879,length,33.8
19655,913951,34965,NIGP NND04135,NULL,hindwing,holotype,37880,width,13
19655,913951,34965,NIGP NND04135,NULL,hindwing,holotype,37881,length,21
19656,913952,34965,NIGP NND04116,NULL,forewing,holotype,37882,width,16.1
19656,913952,34965,NIGP NND04116,NULL,forewing,holotype,37883,length,34.5
19657,913953,34965,NIGP NND04052,NULL,forewing,holotype,37884,width,23.5
19657,913953,34965,NIGP NND04052,NULL,forewing,holotype,37885,length,60.1
19658,913954,34965,NIGP NND04134,NULL,hindwing,holotype,37886,width,15
19658,913954,34965,NIGP NND04134,NULL,hindwing,holotype,37887,length,21.2
19659,913955,34966,NIGP 147862,NULL,forewing,NULL,37888,width,29.3
19659,913955,34966,NIGP 147862,NULL,forewing,NULL,37889,length,61.1
19660,913955,34966,NIGP 147863,NULL,forewing,NULL,37890,width,32.5
19660,913955,34966,NIGP 147863,NULL,forewing,NULL,37891,length,57.1
19661,913955,34966,NIGP 147864,NULL,forewing,NULL,37892,width,29.5
19661,913955,34966,NIGP 147864,NULL,forewing,NULL,37893,length,53
19662,913955,34966,NIGP 147865,NULL,forewing,NULL,37894,width,24
19662,913955,34966,NIGP 147865,NULL,forewing,NULL,37895,length,53
19663,913955,34966,NIGP 147866,NULL,forewing,NULL,37896,length,56.8
19664,913955,34966,NIGP 147867,NULL,forewing,NULL,37897,length,57
19665,913942,34966,NIGP 147868,NULL,forewing,NULL,37898,width,23.5
19665,913942,34966,NIGP 147868,NULL,forewing,NULL,37899,length,51
19666,913942,34966,NIGP 147869,NULL,forewing,NULL,37900,width,24.5
19666,913942,34966,NIGP 147869,NULL,forewing,NULL,37901,length,50
19667,913942,34966,NIGP 147870,NULL,forewing,NULL,37902,width,23
19667,913942,34966,NIGP 147870,NULL,forewing,NULL,37903,length,42
19668,913942,34966,NIGP 147871,NULL,forewing,NULL,37904,width,19.4
19668,913942,34966,NIGP 147871,NULL,forewing,NULL,37905,length,42
19669,913942,34966,NIGP 147872,NULL,forewing,NULL,37906,width,24.2
19669,913942,34966,NIGP 147872,NULL,forewing,NULL,37907,length,48.5
19670,913942,34966,NIGP 147873,NULL,forewing,NULL,37908,width,24.1
19670,913942,34966,NIGP 147873,NULL,forewing,NULL,37909,length,47.1
19671,913942,34966,NIGP 147874,NULL,forewing,NULL,37910,width,23.8
19671,913942,34966,NIGP 147874,NULL,forewing,NULL,37911,length,50
19672,913942,34966,NIGP 147875,NULL,forewing,NULL,37912,width,23.2
19672,913942,34966,NIGP 147875,NULL,forewing,NULL,37913,length,46.4
19673,913942,34966,NIGP 147876,NULL,forewing,NULL,37914,width,25.4
19673,913942,34966,NIGP 147876,NULL,forewing,NULL,37915,length,43.5
19674,913942,34966,NIGP 147877,NULL,forewing,NULL,37916,width,23
19674,913942,34966,NIGP 147877,NULL,forewing,NULL,37917,length,47
19675,913942,34966,NIGP 147878,NULL,forewing,NULL,37918,width,24.8
19675,913942,34966,NIGP 147878,NULL,forewing,NULL,37919,length,46.1
19676,913942,34966,NIGP 147879,NULL,forewing,NULL,37920,width,24
19676,913942,34966,NIGP 147879,NULL,forewing,NULL,37921,length,50
19677,913942,34966,NIGP 147880,NULL,forewing,NULL,37922,width,21.5
19677,913942,34966,NIGP 147880,NULL,forewing,NULL,37923,length,42.9
19678,913942,34966,NIGP 147868,NULL,hindwing,NULL,37924,width,21
19678,913942,34966,NIGP 147868,NULL,hindwing,NULL,37925,length,32.5
19679,913942,34966,NIGP 147869,NULL,hindwing,NULL,37926,width,20.8
19679,913942,34966,NIGP 147869,NULL,hindwing,NULL,37927,length,32.6
19680,913942,34966,NIGP 147870,NULL,hindwing,NULL,37928,width,18
19680,913942,34966,NIGP 147870,NULL,hindwing,NULL,37929,length,26.8
19681,913942,34966,NIGP 147871,NULL,hindwing,NULL,37930,width,14
19681,913942,34966,NIGP 147871,NULL,hindwing,NULL,37931,length,25
19682,913942,34966,NIGP 147872,NULL,hindwing,NULL,37932,width,19.2
19682,913942,34966,NIGP 147872,NULL,hindwing,NULL,37933,length,33
19683,913942,34966,NIGP 147873,NULL,hindwing,NULL,37934,width,18
19683,913942,34966,NIGP 147873,NULL,hindwing,NULL,37935,length,29
19684,913942,34966,NIGP 147874,NULL,hindwing,NULL,37936,width,22.2
19684,913942,34966,NIGP 147874,NULL,hindwing,NULL,37937,length,34.9
19685,913942,34966,NIGP 147881,NULL,hindwing,NULL,37938,width,19.2
19685,913942,34966,NIGP 147881,NULL,hindwing,NULL,37939,length,25.1
19686,913942,34966,NIGP 147882,NULL,hindwing,NULL,37940,width,18.1
19686,913942,34966,NIGP 147882,NULL,hindwing,NULL,37941,length,29.2
19687,913942,34966,NIGP 147883,NULL,hindwing,NULL,37942,width,16
19687,913942,34966,NIGP 147883,NULL,hindwing,NULL,37943,length,24
19688,913942,34966,NIGP 147884,NULL,hindwing,NULL,37944,width,22
19688,913942,34966,NIGP 147884,NULL,hindwing,NULL,37945,length,33
19689,913942,34966,NIGP 147885,NULL,hindwing,NULL,37946,width,21.8
19689,913942,34966,NIGP 147885,NULL,hindwing,NULL,37947,length,34.1
19690,913942,34966,NIGP 147886,NULL,hindwing,NULL,37948,width,22
19690,913942,34966,NIGP 147886,NULL,hindwing,NULL,37949,length,34.7
19691,913942,34966,NIGP 147887,NULL,hindwing,NULL,37950,width,25
19691,913942,34966,NIGP 147887,NULL,hindwing,NULL,37951,length,34
19692,913942,34966,NIGP 147888,NULL,hindwing,NULL,37952,width,17.2
19692,913942,34966,NIGP 147888,NULL,hindwing,NULL,37953,length,25.1
19693,913942,34966,NIGP 147889,NULL,hindwing,NULL,37954,width,21.7
19693,913942,34966,NIGP 147889,NULL,hindwing,NULL,37955,length,31.9
19694,913942,34966,NIGP 147890,NULL,hindwing,NULL,37956,width,24
19694,913942,34966,NIGP 147890,NULL,hindwing,NULL,37957,length,34
19695,913942,34966,NIGP 147891,NULL,hindwing,NULL,37958,width,24
19695,913942,34966,NIGP 147891,NULL,hindwing,NULL,37959,length,34.7
19696,913957,34966,NIGP 147892,NULL,forewing,holotype,37960,width,17.1
19696,913957,34966,NIGP 147892,NULL,forewing,holotype,37961,length,37.5
19697,913957,34966,NIGP 147893,NULL,forewing,paratype,37962,width,15.6
19697,913957,34966,NIGP 147893,NULL,forewing,paratype,37963,length,34.7
19698,913957,34966,NIGP 147894,NULL,forewing,paratype,37964,width,16.5
19698,913957,34966,NIGP 147894,NULL,forewing,paratype,37965,length,33.2
19699,913957,34966,NIGP 147895,NULL,forewing,paratype,37966,width,16.8
19699,913957,34966,NIGP 147895,NULL,forewing,paratype,37967,length,32.7
19700,913958,34966,NIGP 147896,NULL,forewing,holotype,37968,width,20.1
19700,913958,34966,NIGP 147896,NULL,forewing,holotype,37969,length,36.7
19701,913958,34966,NIGP 147896,NULL,hindwing,holotype,37970,width,15
19701,913958,34966,NIGP 147896,NULL,hindwing,holotype,37971,length,22
19702,913959,34968,CNU-H-NN2007001,NULL,forewing,holotype,37972,width,27
19702,913959,34968,CNU-H-NN2007001,NULL,forewing,holotype,37973,length,56
19703,913959,34968,CNU-H-NN2007001,NULL,hindwing,holotype,37974,width,25
19703,913959,34968,CNU-H-NN2007001,NULL,hindwing,holotype,37975,length,35
19704,913943,34969,NIGP 149408,NULL,forewing,NULL,37976,width,16
19704,913943,34969,NIGP 149408,NULL,forewing,NULL,37977,length,35
19705,913960,34969,NIGP 149409,NULL,forewing,holotype,37978,width,13.4
19705,913960,34969,NIGP 149409,NULL,forewing,holotype,37979,length,32.8
19706,913960,34969,NIGP 149409,NULL,hindwing,holotype,37980,width,12.8
19706,913960,34969,NIGP 149409,NULL,hindwing,holotype,37981,length,20.9
19707,913961,34970,CNU-H-NN2006005,NULL,forewing,holotype,37982,width,23
19707,913961,34970,CNU-H-NN2006005,NULL,forewing,holotype,37983,length,48
19708,913961,34970,CNU-H-NN2006005,NULL,hindwing,holotype,37984,width,16
19708,913961,34970,CNU-H-NN2006005,NULL,hindwing,holotype,37985,length,30
19710,913962,34970,CNU-H-NN2006006,NULL,forewing,holotype,37988,width,16
19710,913962,34970,CNU-H-NN2006006,NULL,forewing,holotype,37989,length,39
19711,913963,34970,CNU-H-NN2006010,NULL,forewing,holotype,37990,width,21
19711,913963,34970,CNU-H-NN2006010,NULL,forewing,holotype,37991,length,51
19712,913964,34972,CNU-B-LB-2006342,NULL,forewing,paratype,37992,width,2.9
19712,913964,34972,CNU-B-LB-2006342,NULL,forewing,paratype,37993,length,9.4
19714,913964,34972,CNU-B-LB-200653,NULL,forewing,paratype,37996,width,2.5
19714,913964,34972,CNU-B-LB-200653,NULL,forewing,paratype,37997,length,7.5
19715,913965,34972,CNU-B-LB-2006310,NULL,forewing,holotype,37998,width,3.2
19715,913965,34972,CNU-B-LB-2006310,NULL,forewing,holotype,37999,length,11
19716,913965,34972,CNU-B-LB-2006310,NULL,hindwing,holotype,38000,length,10
19717,913966,34972,CNU-B-LB-2006379,NULL,forewing,holotype,38001,width,3.5
19717,913966,34972,CNU-B-LB-2006379,NULL,forewing,holotype,38002,length,11
19718,913966,34972,CNU-B-LB-2006379,NULL,hindwing,holotype,38003,length,10.5
19719,913967,34973,NIGP 141369,NULL,hindwing,holotype,38004,width,18
19719,913967,34973,NIGP 141369,NULL,hindwing,holotype,38005,length,29
19720,913968,34973,NIGP 141370,NULL,hindwing,holotype,38006,width,15
19720,913968,34973,NIGP 141370,NULL,hindwing,holotype,38007,length,30
19721,913969,34974,NIGP 149549,NULL,tegmen,holotype,38008,width,7.1
19721,913969,34974,NIGP 149549,NULL,tegmen,holotype,38009,length,20.5
