collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,type_specimen,type_body_part,collection.reference_no,10_my_bin
122570,M. Clapham,CC BY,,Catadyesthus,n. sp.,priscus,,Acridites,n. sp.,priscus,,wing,48308,Carboniferous 4
122571,M. Clapham,CC BY,,Prosboloneura,n. sp.,kondomensis,,,,,PIN 679/17,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Kaltanospes,,elongata,,,,,PIN 600/389,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Neuropibrocha,n. sp.,paradunstanioides,,,,,PIN 679/1,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Archidelia,,ovata,,,,,PIN 1197/287,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Cicadopsis,n. sp.,rugosipenna,,,,,PIN 679/50,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Altajopanorpa,,pilosa,,Kaltana,,pilosa,PIN 504/50(51),forewing,39077,Permian 3
122571,M. Clapham,CC BY,n. gen.,Kaltanetta,n. sp.,nigra,,,,,PIN 679/76,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Prosboloneura,n. sp.,marginatoides,,,,,PIN 679/72,forewing,39077,Permian 3
122571,M. Clapham,CC BY,n. gen.,Kaltanopibrocha,n. sp.,boreoscytinoides,,,,,PIN 679/51,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Dasyleptus,,brongniarti,,,,,,exoskeleton,39077,Permian 3
122571,M. Clapham,CC BY,,Uraloscytina,n. sp.,kaltanica,,,,,PIN 679/12,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Liomopterella,,vulgaris,,,,,PIN 1197/325,forewing,39077,Permian 3
122571,M. Clapham,CC BY,,Mesochorista,,javorskyi,,,,,PIN 746/18,forewing,39077,Permian 3
122572,M. Clapham,CC BY,,Altajopanorpa,,pilosa,,Kaltana,,pilosa,PIN 504/50(51),forewing,39077,Permian 3
122572,M. Clapham,CC BY,,Palaeoperla,,prisca,,,,,PIN 600/495,nymph,39077,Permian 3
122572,M. Clapham,CC BY,,Ichthyocupes,n. sp.,kuznetskiensis,,,,,PIN 746/5,elytra,39077,Permian 3
122572,M. Clapham,CC BY,,Eoglosselytrum,,kondomense,,,,,PIN 600/482,tegmen,39077,Permian 3
122572,M. Clapham,CC BY,,Petromantis,,oreshnikovae,,,,,PIN 600/225,forewing,39077,Permian 3
122572,M. Clapham,CC BY,,Palaeoperla,,exacta,,,,,PIN 600/505,forewing,39077,Permian 3
122572,M. Clapham,CC BY,,Adumbratus,n. sp.,curtus,,,,,PIN 746/113,forewing,39077,Permian 3
122572,M. Clapham,CC BY,,Asiachorista,,kaltanica,,,,,PIN 600/126,forewing,39077,Permian 3
122573,M. Clapham,CC BY,,Plagioblatta,,parallela,,Archimylacris,,parallelum,,exoskeleton,37755,Carboniferous 4
122574,M. Clapham,CC BY,n. gen.,Kamopanorpa,n. sp.,lata,n. gen.,Microptysmodes,n. sp.,uralicus,PIN 1104/1,forewing,39077,Permian 3
122575,M. Clapham,CC BY,n. gen.,Mylacris,n. sp.,anthracophila,,,,,,tegmen,48808,Carboniferous 4
122576,M. Clapham,CC BY,n. gen.,Dictyoneura,n. sp.,libelluloides,n. gen.,Dictyophlebia,n. sp.,protogaea,"Naturhist. Ver. Bonn, 4",wing,49286,Carboniferous 4
122576,M. Clapham,CC BY,,Goldenbergia,n. sp.,formosa,,Termes,n. sp.,formosus,"Naturhist Ver. Bonn, 6(35)",forewing,49286,Carboniferous 4
122576,M. Clapham,CC BY,,Etoblattina,n. sp.,primaeva,,Blattina,n. sp.,primaeva,"Naturhist. Ver. Bonn, 24(43)",tegmen,49286,Carboniferous 4
122576,M. Clapham,CC BY,,Litoneura,n. sp.,anthracophila,,Dictyoneura,n. sp.,anthracophila,"Naturhist Ver. Bonn, 5(34)",wing,49286,Carboniferous 4
122577,M. Clapham,CC BY,,Blattina,n. sp.,labachensis,,,,,"Naturhist. Ver. Bonn, 26",tegmen,50814,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,n. sp.,confusa,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Leptoblattina,n. sp.,acuminata,,,,,,nymph,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,levis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,ambigua,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,nobilis,,Sysciophlebia,n. sp.,nobilis,MH 271,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,rugulosa,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,rastrata,,Poroblattina,,sp.,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anthracophila,,Phyloblatta,n. sp.,grata,,exoskeleton,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,subtilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Archimylacridae,n. sp.,paupercula,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,?,Mylacridium,n. sp.,incertum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Blattina,n. sp.,flabellata,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anthracophila,,Phyloblatta,n. sp.,regularis,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,pulchra,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,splendens,,,,,MH 304,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,subtilis,,Dicladoblatta,n. sp.,subtilis,"Coll Halle Pl XXVI fig 26, 27",tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Stephanopsis,n. sp.,elegans,,Blattinopsis,n. sp.,elegans,,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,generosa,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Autoblattina,n. sp.,jucunda,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,germari,,,,,,exoskeleton,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Sysciophlebia,n. sp.,elegantissima,Coll Halle Pl XXV fig 26,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,corrugata,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,wettiniana,,Phyloblatta,,sp.,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,n. sp.,propinqua,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Leptoblattina,n. sp.,minima,,,,,,nymph,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,striolata,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anaglyptica,,Sysciophlebia,n. sp.,tenera,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,wettinensis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Gerablattina,n. sp.,producta,,forewing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anthracophila,,Phyloblatta,n. sp.,difficilis,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,goldenbergi,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,striolata,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anaglyptica,,Blattina,n. sp.,anaglyptica,MH 18,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Sysciophlebia,n. sp.,elongata,,forewing,37755,Carboniferous 5
122578,M. Clapham,CC BY,?,Mylacridium,n. sp.,gracile,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,excellens,,,,,,hindwing,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Pseudomylacris,n. sp.,wettinense,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,munda,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,similis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anaglyptica,,Blattina,n. sp.,carbonaria,,exoskeleton,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Mylacridium,n. sp.,fritschi,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,lenis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,superbum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,assimilis,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,?,Poroblattina,n. sp.,nervosa,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Sysciophlebia,n. sp.,agilis,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,soluta,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Laspeyresiella,n. sp.,wettinensis,n. gen.,Laspeyresia,n. sp.,wettinensis,,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Drepanoblattina,n. sp.,plicata,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,blanda,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,varia,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Sysciophlebia,n. sp.,subtilis,n. gen.,Berlichia,n. sp.,wettinensis,,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Xenoblatta,n. sp.,russoma,n. gen.,Cardioblatta,n. sp.,fritschi,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,singularis,,,,,,hindwing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,mollis,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattinopsis,n. sp.,taschenbergi,,,,,,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,eximia,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,brongniarti,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Glaphyrophlebia,n. sp.,wettinensis,n. gen.,Prisca,n. sp.,wettinensis,,forewing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,regia,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Autoblattina,n. sp.,elegans,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anthracophila,,Phyloblatta,n. sp.,hauptiana,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,tenera,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Autoblattina,n. sp.,fallax,,Blattoidea,n. sp.,fallax,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Leptoblattina,n. sp.,relicta,,,,,,nymph,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,fritschiana,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,longula,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Sysciophlebia,n. sp.,deperdita,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,splendens,,Phyloblatta,n. sp.,honesta,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,nanum,,Blattoidea,,sp.,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Acridites,n. sp.,carbonatus,n. gen.,Acriditis,n. sp.,carbonatus,,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,propria,,,,,,hindwing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,plana,,Phyloblatta,n. sp.,plana,MH 250,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,ignota,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Archimylacridae,n. sp.,mirabilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,berlichianum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,separata,,,,,,hindwing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,saxonica,,Phyloblatta,,sp.,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,venosa,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Autoblattina,n. sp.,difficilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,curta,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,debilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,diversum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Leptoblattina,n. sp.,perbrevis,,,,,,nymph,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anaglyptica,,Phyloblatta,n. sp.,lenta,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,ornata,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anaglyptica,,Sysciophlebia,n. sp.,signata,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,,muetzei,,,,,FG 213/15,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Sphaleroblattina,n. sp.,ingens,,,,,,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Gerablattina,n. sp.,munsteri,,forewing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,efferata,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,longulum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,germana,,Phyloblatta,,sp.,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,solida,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Archimylacridae,n. sp.,notabilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,depressum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Recula,n. sp.,parva,,,,,Halle Museum 211,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,rugosa,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,fritschi,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,?,Sysciophlebia,n. sp.,euglyptica,?,Dicladoblatta,n. sp.,limbata,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,martiusana,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,handlirschi,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,stulta,,,,,Coll Halle Pl XXV fig 27,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,jucundum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Spiloblattinidae,,zinkeniana,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,lapidea,,Phyloblatta,,sp.,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,n. sp.,agilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Leptoblattina,n. sp.,bella,,,,,,nymph,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,monstruosa,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,?,Poroblattina,n. sp.,modesta,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,modesta,,,,,,forewing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anthracophila,,Phyloblatta,n. sp.,perfecta,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Spiloblattina,n. sp.,dohrni,,Etoblattina,n. sp.,dohrnii,"Coll Dresden Pl XXVI fig 38 , 39",exoskeleton,37755,Carboniferous 5
122578,M. Clapham,CC BY,n. gen.,Schlechtendaliola,n. sp.,nympha,,Protodonata,,indet.,,,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,germari,,Blatta,n. sp.,germari,,nymph,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Sysciophlebia,n. sp.,ignota,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,handlirschiana,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattinopsis,n. sp.,reticulata,,Blattina,n. sp.,reticulata,,forewing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,luedeckei,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,amoena,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,perplexa,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Nearoblatta,n. sp.,pygmaea,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Anthracoblattina,n. sp.,didyma,,Dictyopteris,n. sp.,didyma,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,berlichi,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,planum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,obsoleta,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Autoblattina,n. sp.,amoena,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,lepida,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Leptoblattina,n. sp.,delicula,,,,,,nymph,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,frechi,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,obscura,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,subtilis,,Sysciophlebia,n. sp.,angustipennis,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,anthracophila,,Blattina,n. sp.,anthracophila,MH 16,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Xenoblatta,n. sp.,mendica,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,,dictyoneura,,,,,,hindwing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Compsoblatta,n. sp.,nobilis,,Phyloblatta,n. sp.,ardua,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,confusa,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Autoblattina,n. sp.,inversa,,Blattoidea,n. sp.,inversa,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Archimylacridae,n. sp.,bella,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Mylacridium,n. sp.,pulcrum,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Blattina,n. sp.,euglyptica,,wing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Blattoidea,n. sp.,venusta,,,,,,hindwing,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,scheibeana,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Autoblattina,n. sp.,gracilis,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Phyloblatta,n. sp.,angustata,,,,,,tegmen,37755,Carboniferous 5
122578,M. Clapham,CC BY,,Poroblattina,n. sp.,incerta,,,,,,tegmen,37755,Carboniferous 5
122579,M. Clapham,CC BY,,Compsoblatta,n. sp.,nobilis,,Phyloblatta,n. sp.,credneri,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,n. gen.,Anthracoblattina,n. sp.,didyma,n. gen.,Auxanoblatta,n. sp.,saxonica,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,geinitzi,,Blattina,n. sp.,geinitzi,,forewing,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Mylacridium,n. sp.,schroeteri,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Spiloblattina,,dohrni,,Syscioblatta,,dohrni,"Coll Dresden Pl XXVI fig 38 , 39",exoskeleton,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,splendens,,Phyloblatta,n. sp.,modica,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,credneriana,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Poroblattina,n. sp.,inversa,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Compsoblatta,,anaglyptica,,,,,MH 18,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,imbecilla,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Compsoblatta,,nobilis,,Sysciophlebia,informal,sp. 1,,,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Nearoblatta,n. sp.,exarata,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,misera,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Anthracoblattina,n. sp.,didyma,,Blattina,n. sp.,spectabilis,,forewing,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,schroeteriana,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Sysciophlebia,,euglyptica,,Sysciophlebia,informal,sp. 2,,,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,amabilis,,Phyloblatta,n. sp.,intermedia,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,mutila,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Anthracoblattina,n. sp.,wagneri,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Xenoblatta,n. sp.,leptophlebica,,Blattina,n. sp.,leptophlebica,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,elegans,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Blattina,n. sp.,affinis,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,fera,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Sysciophlebia,n. sp.,laspeyresiana,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Blattina,n. sp.,russoma,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,incerta,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Poroblattina,n. sp.,parvula,,Blattina,n. sp.,parvula,,forewing,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Autoblattina,n. sp.,schlechtendali,,Autoblattina,,sp.,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Poroblattina,n. sp.,undosa,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Compsoblatta,n. sp.,anaglyptica,,Phyloblatta,n. sp.,hochecornei,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Xenoblatta,,russoma,,Phyloblatta,n. sp.,sp.,,,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,,flabellata,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,manca,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Poroblattina,n. sp.,germari,,Poroblattina,n. sp.,virgulata,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Sysciophlebia,n. sp.,huysseni,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,splendens,,Phyloblatta,n. sp.,exilis,,tegmen,48841,Carboniferous 5
