"","specimen_no","occurrence_no","reference_no","specimen_id","sex","specimen_part","is_type","measurement_no","measurement_type","average"
"24930",106522,"1100212",44605,"PIN 3559/5784","NULL","tegmen","paratype",218823,"length","6.5"
"24931",106523,"1100209",44605,"NIGPAS, labelled as ""Protelytroptera""","NULL","tegmen","holotype",218824,"width","2.2"
"24932",106523,"1100209",44605,"NIGPAS, labelled as ""Protelytroptera""","NULL","tegmen","holotype",218825,"length","8.2"
"24933",106527,"1100208",44610,"NIGPAS N23, F4704101","NULL","tegmen","holotype",218829,"width","3.4"
"24934",106527,"1100208",44610,"NIGPAS N23, F4704101","NULL","tegmen","holotype",218830,"length","12"
"24936",106529,"1100210",44605,"AMNH 43800","NULL","tegmen","holotype",218832,"width","2"
"24937",106529,"1100210",44605,"AMNH 43800","NULL","tegmen","holotype",218833,"length","6.5"
"24939",106531,"1100263",44614,"NULL","NULL","forewing","holotype",218835,"width","1.5"
"24940",106531,"1100263",44614,"NULL","NULL","forewing","holotype",218836,"length","4"
"24941",106532,"1100263",44614,"NULL","NULL","hindwing","holotype",218837,"width","1"
"24942",106532,"1100263",44614,"NULL","NULL","hindwing","holotype",218838,"length","3"
"24944",106534,"1100256",5012,"NULL","NULL","wing","holotype",218840,"length","6"
"24946",106536,"1100264",5012,"NULL","NULL","wing","holotype",218842,"length","8"
"24948",106538,"1100258",5012,"NULL","NULL","wing","holotype",218844,"length","3.6"
"24950",106540,"1100259",5012,"NULL","NULL","wing","NULL",218846,"length","8"
"24951",106541,"1098075",5012,"NULL","NULL","forewing","holotype",218847,"length","4"
"24953",106543,"1100261",5012,"NULL","NULL","forewing","holotype",218849,"length","11"
"24955",106545,"1100262",5012,"Sternberg 176B","NULL","forewing","holotype",218851,"length","3"
"24957",106547,"1100267",37742,"NULL","NULL","wing","holotype",218853,"width","2.5"
"24958",106547,"1100267",37742,"NULL","NULL","wing","holotype",218854,"length","7.5"
"24959",106548,"1100268",37742,"NULL","NULL","wing","holotype",218855,"width","2.5"
"24960",106548,"1100268",37742,"NULL","NULL","wing","holotype",218856,"length","7"
"24961",106549,"1100269",37742,"NULL","NULL","wing","NULL",218857,"width","2.8"
"24962",106549,"1100269",37742,"NULL","NULL","wing","NULL",218858,"length","8.5"
"24963",106550,"1100270",37742,"NULL","NULL","elytron","holotype",218859,"width","1.8"
"24964",106550,"1100270",37742,"NULL","NULL","elytron","holotype",218860,"length","5"
"24965",106551,"1100271",37742,"NULL","NULL","elytron","holotype",218861,"width","2"
"24966",106551,"1100271",37742,"NULL","NULL","elytron","holotype",218862,"length","6"
"24967",106552,"1100272",37742,"NULL","NULL","elytron","holotype",218863,"width","2.5"
"24968",106552,"1100272",37742,"NULL","NULL","elytron","holotype",218864,"length","5.5"
"24969",106553,"1100273",37742,"NULL","NULL","forewing","holotype",218865,"width","9"
"24970",106553,"1100273",37742,"NULL","NULL","forewing","holotype",218866,"length","33.5"
"24971",106554,"1100274",37742,"NULL","NULL","forewing","holotype",218867,"width","9"
"24972",106554,"1100274",37742,"NULL","NULL","forewing","holotype",218868,"length","42"
"24973",106555,"1100275",37742,"NULL","NULL","hindwing","holotype",218869,"width","13"
"24974",106555,"1100275",37742,"NULL","NULL","hindwing","holotype",218870,"length","36.5"
"24976",106557,"1100335",44625,"NULL","NULL","forewing","holotype",218872,"width","2.5"
"24977",106557,"1100335",44625,"NULL","NULL","forewing","holotype",218873,"length","5"
"24985",106563,"1100365",44639,"CM 16-3079","NULL","forewing","paratype",218881,"length","14"
"24990",106566,"1100370",36942,"K0001","NULL","forewing","NULL",218886,"width","15.5"
"24991",106566,"1100370",36942,"K0001","NULL","forewing","NULL",218887,"length","66.7"
"24992",106567,"1100371",36942,"750081","NULL","forewing","NULL",218888,"width","14.1"
"24993",106567,"1100371",36942,"750081","NULL","forewing","NULL",218889,"length","55"
"24994",106568,"1100371",36942,"750081","NULL","hindwing","NULL",218890,"width","17"
"24995",106568,"1100371",36942,"750081","NULL","hindwing","NULL",218891,"length","56.4"
"24996",106569,"1100372",36942,"K0387","NULL","forewing","holotype",218892,"length","33"
"24998",106571,"1100373",36942,"S200334","NULL","forewing","holotype",218894,"length","28.7"
"25000",106573,"1100374",36942,"SK000639","NULL","forewing","holotype",218896,"length","43.4"
"25002",106575,"1100375",36942,"SK000500","NULL","hindwing","NULL",218898,"length","13.8"
"25003",106576,"1100376",36942,"SK000412","NULL","forewing","holotype",218899,"width","6.2"
"25004",106576,"1100376",36942,"SK000412","NULL","forewing","holotype",218900,"length","23.2"
"25007",106578,"1100377",36942,"S200276","NULL","forewing","holotype",218903,"width","7.4"
"25008",106578,"1100377",36942,"S200276","NULL","forewing","holotype",218904,"length","26.5"
"25011",106580,"1100378",36942,"SK000643","NULL","forewing","holotype",218907,"width","6.8"
"25012",106580,"1100378",36942,"SK000643","NULL","forewing","holotype",218908,"length","23"
"25019",106584,"1100381",36942,"K0003","NULL","forewing","holotype",218915,"length","34.7"
"25020",106585,"1100381",36942,"K0003","NULL","hindwing","holotype",218916,"length","23.2"
"25022",106587,"1100382",36942,"K0431","NULL","forewing","holotype",218918,"length","40.2"
"25024",106591,"1100418",44643,"PIN 4811/103","NULL","forewing","holotype",218926,"length","12"
"25025",106592,"1100419",44643,"PIN 4811/104","NULL","forewing","holotype",218927,"length","9"
"25026",106593,"1100420",44643,"PIN 3840/3105","NULL","forewing","holotype",218928,"length","15"
"25027",106594,"1100422",44643,"PIN 3446/100","NULL","forewing","holotype",218929,"width","4"
"25028",106594,"1100422",44643,"PIN 3446/100","NULL","forewing","holotype",218930,"length","7"
"25029",106595,"1100423",44643,"PIN 5102/2","NULL","forewing","holotype",218931,"length","20"
"25030",106596,"1100434",44643,"PIN 3840/683","NULL","forewing","holotype",218932,"length","15.5"
"25031",106597,"1100435",44643,"PIN 3840/3106","NULL","forewing","holotype",218933,"width","8"
"25032",106597,"1100435",44643,"PIN 3840/3106","NULL","forewing","holotype",218934,"length","23"
"25033",106598,"1100436",44643,"PIN 5103/21","NULL","forewing","holotype",218935,"length","13"
"25034",106599,"1100437",44643,"PIN 3840/3109","NULL","forewing","holotype",218936,"width","6"
"25035",106599,"1100437",44643,"PIN 3840/3109","NULL","forewing","holotype",218937,"length","20"
"25036",106600,"1100445",44643,"PIN 2781/179","NULL","forewing","holotype",218938,"length","10"
"25037",106601,"1100447",44643,"PIN 3700/49","NULL","forewing","holotype",218939,"length","3.3"
"25038",106602,"1100454",44644,"PIN 4626/562","NULL","forewing","holotype",218940,"width","5"
"25039",106602,"1100454",44644,"PIN 4626/562","NULL","forewing","holotype",218941,"length","13"
"25040",106603,"1100453",44644,"PIN 923/828","NULL","forewing","holotype",218942,"width","2.5"
"25041",106603,"1100453",44644,"PIN 923/828","NULL","forewing","holotype",218943,"length","7"
"25042",106604,"1100455",44644,"PIN 4626/179","NULL","forewing","holotype",218944,"width","4"
"25043",106604,"1100455",44644,"PIN 4626/179","NULL","forewing","holotype",218945,"length","8.5"
"25044",106605,"1100456",44645,"PIN 5382/17","NULL","forewing","holotype",218946,"length","8"
"25045",106606,"1100459",44646,"PIN 3559/6371","NULL","elytron","holotype",218947,"width","0.73"
"25046",106606,"1100459",44646,"PIN 3559/6371","NULL","elytron","holotype",218948,"length","1.86"
"25049",106608,"1100460",44647,"PIN 4887/72","NULL","elytron","holotype",218951,"length","9.6"
"25052",106610,"1100461",36942,"S200869","NULL","forewing","holotype",218954,"width","7.3"
"25053",106610,"1100461",36942,"S200869","NULL","forewing","holotype",218955,"length","22.3"
"25056",106612,"1100462",36942,"SK000312","NULL","forewing","holotype",218958,"width","1.83"
"25057",106612,"1100462",36942,"SK000312","NULL","forewing","holotype",218959,"length","5.22"
"25059",106614,"1100463",36942,"S200372","NULL","forewing","holotype",218961,"width","0.54"
"25060",106614,"1100463",36942,"S200372","NULL","forewing","holotype",218962,"length","1.79"
"25078",106625,"1100473",36942,"K0126","NULL","elytron","holotype",218980,"length","16.7"
"25161",106667,"1100529",36942,"S200323","NULL","forewing","holotype",219063,"width","4.5"
"25162",106667,"1100529",36942,"S200323","NULL","forewing","holotype",219064,"length","11.6"
"25165",106669,"1100530",36942,"K0271","NULL","forewing","holotype",219067,"width","7.4"
"25166",106669,"1100530",36942,"K0271","NULL","forewing","holotype",219068,"length","17.8"
"25169",106671,"1100531",36942,"S200341","NULL","forewing","holotype",219071,"width","3.8"
"25170",106671,"1100531",36942,"S200341","NULL","forewing","holotype",219072,"length","12.3"
"25171",106672,"1100533",36942,"K0274","NULL","forewing","NULL",219073,"width","3.2"
"25172",106672,"1100533",36942,"K0274","NULL","forewing","NULL",219074,"length","9.6"
"25175",106674,"1100534",36942,"SK000604","NULL","forewing","holotype",219077,"width","3.7"
"25176",106674,"1100534",36942,"SK000604","NULL","forewing","holotype",219078,"length","9.1"
"25179",106676,"1100535",36942,"K0057","NULL","forewing","NULL",219081,"width","4.5"
"25180",106676,"1100535",36942,"K0057","NULL","forewing","NULL",219082,"length","13.2"
"25183",106678,"1100536",36942,"SK000320","NULL","forewing","holotype",219085,"width","2.8"
"25184",106678,"1100536",36942,"SK000320","NULL","forewing","holotype",219086,"length","8.3"
"25187",106680,"1100537",36942,"SK000358","NULL","forewing","holotype",219089,"width","2.5"
"25188",106680,"1100537",36942,"SK000358","NULL","forewing","holotype",219090,"length","6.4"
"25191",106682,"1100538",36942,"K0130","NULL","forewing","NULL",219093,"width","2.6"
"25192",106682,"1100538",36942,"K0130","NULL","forewing","NULL",219094,"length","7.1"
"25195",106684,"1100539",36942,"K0115","NULL","forewing","NULL",219097,"width","1.9"
"25196",106684,"1100539",36942,"K0115","NULL","forewing","NULL",219098,"length","6.9"
"25199",106686,"1100540",36942,"K0147","NULL","forewing","NULL",219101,"length","3.5"
"25201",106688,"1100541",36942,"SK000307","NULL","forewing","holotype",219103,"length","8.3"
"25203",106690,"1100542",36942,"SK000516","NULL","forewing","holotype",219105,"length","9.7"
"25205",106692,"1100544",36942,"750109","NULL","forewing","NULL",219107,"length","10.1"
"25207",106694,"1100543",36942,"SK000517","NULL","forewing","holotype",219109,"length","11.1"
"25208",106695,"1100545",36942,"K0372","NULL","forewing","holotype",219110,"length","8.9"
"25211",106697,"1100546",36942,"SK000462","NULL","forewing","holotype",219113,"length","5.5"
"25216",106700,"1100548",36942,"K0231","NULL","forewing","holotype",219118,"length","7.8"
"25219",106702,"1100549",36942,"S200348","NULL","forewing","holotype",219121,"length","7.7"
"25222",106704,"1100550",36942,"K0295","NULL","forewing","holotype",219124,"length","7.6"
"25225",106706,"1100551",36942,"K0288","NULL","forewing","holotype",219127,"length","6.7"
"25228",106708,"1100552",36942,"SK000268","NULL","forewing","holotype",219130,"length","7.1"
"25235",106712,"1100555",36942,"SK000444","NULL","wing","holotype",219137,"width","3.8"
"25236",106712,"1100555",36942,"SK000444","NULL","wing","holotype",219138,"length","8.5"
"25239",106714,"1100556",36942,"S200372","NULL","wing","holotype",219141,"length","11.4"
"25242",106716,"1100557",36942,"S200288","NULL","wing","NULL",219144,"length","7.4"
"25245",106718,"1100558",36942,"S200349","NULL","wing","NULL",219147,"length","5.7"
"25248",106720,"1100559",36942,"K0266","NULL","wing","holotype",219150,"length","8.1"
"25251",106722,"1100560",36942,"SK000313","NULL","wing","NULL",219153,"length","6.1"
"25254",106724,"1100561",36942,"SK000388","NULL","wing","holotype",219156,"length","5.1"
"25257",106726,"1100562",36942,"830100","NULL","wing","holotype",219159,"length","5.8"
"25260",106728,"1100563",36942,"K0292","NULL","wing","holotype",219162,"width","5.2"
"25261",106728,"1100563",36942,"K0292","NULL","wing","holotype",219163,"length","18.6"
"25262",106729,"1100564",36942,"SK000330","NULL","wing","holotype",219164,"length","14.3"
"25265",106734,"1013084",35209,"NULL","NULL","elytron","holotype",219172,"length","10"
"25267",106736,"1013083",35209,"NULL","NULL","elytron","holotype",219174,"length","12"
"25268",106737,"1013085",35209,"NULL","NULL","elytron","holotype",219175,"length","14"
"25269",106738,"1104501",35209,"Hand Pl XLV fig 2","NULL","elytron","holotype",219176,"length","16"
"25271",106740,"1076193",35209,"Hand Pl XLV fig 3","NULL","elytron","holotype",219178,"width","6"
"25272",106740,"1076193",35209,"Hand Pl XLV fig 3","NULL","elytron","holotype",219179,"length","19.5"
"25274",106742,"1100386",35209,"Hand Pl XLV fig 4","NULL","elytron","holotype",219181,"length","20"
"25276",106744,"1076171",35209,"NULL","NULL","elytron","holotype",219183,"width","6"
"25277",106744,"1076171",35209,"NULL","NULL","elytron","holotype",219184,"length","25"
"25279",106746,"1076172",35209,"NULL","NULL","elytron","holotype",219186,"width","5"
"25280",106746,"1076172",35209,"NULL","NULL","elytron","holotype",219187,"length","17"
"25282",106748,"1100389",35209,"NULL","NULL","elytron","holotype",219189,"width","5"
"25283",106748,"1100389",35209,"NULL","NULL","elytron","holotype",219190,"length","17"
"25289",106755,"1076810",35209,"Hand Pl XLV fig 12","NULL","elytron","holotype",219197,"length","22"
"25291",106757,"1076811",35209,"Hand Pl XLV fig 13","NULL","elytron","holotype",219199,"length","19"
"25293",106759,"1076812",35209,"Hand Pl XLV fig 14","NULL","elytron","holotype",219201,"length","18"
"25295",106761,"301742",35209,"Hand Pl XLV fig 15","NULL","elytron","holotype",219203,"length","17"
"25298",106764,"1100234",35209,"NHM In. 34379","NULL","elytron","holotype",219206,"length","30"
"25301",106766,"1100239",35209,"NHM In 3527","NULL","elytron","holotype",219209,"width","1.6"
"25302",106766,"1100239",35209,"NHM In 3527","NULL","elytron","holotype",219210,"length","4"
"25304",106768,"1100394",35209,"Hand Pl XLV fig 22","NULL","elytron","holotype",219212,"length","3"
"25306",106770,"1100397",35209,"Hand Pl XLV fig 23","NULL","elytron","holotype",219214,"length","12"
"25309",106773,"1100411",35209,"Teyler Museum 15299","NULL","elytron","holotype",219217,"length","17"
"25320",106784,"1013086",35209,"NULL","NULL","elytron","holotype",219228,"length","6"
"25322",106786,"1013078",35209,"NULL","NULL","elytron","holotype",219230,"length","5"
"25334",106798,"1100426",35209,"Hand Pl XLV fig 33","NULL","elytron","holotype",219242,"width","5"
"25335",106798,"1100426",35209,"Hand Pl XLV fig 33","NULL","elytron","holotype",219243,"length","12"
"25336",106799,"1100433",35209,"Hand Pl XLV fig 37","NULL","elytron","holotype",219244,"width","4"
"25337",106799,"1100433",35209,"Hand Pl XLV fig 37","NULL","elytron","holotype",219245,"length","4"
"25338",106800,"1100438",35209,"Hand Pl XLV fig 38","NULL","elytron","holotype",219246,"width","2"
"25339",106800,"1100438",35209,"Hand Pl XLV fig 38","NULL","elytron","holotype",219247,"length","8"
"25340",106801,"1100439",35209,"NULL","NULL","elytron","holotype",219248,"length","10"
"25341",106802,"1100440",35209,"NULL","NULL","elytron","holotype",219249,"width","2.5"
"25342",106802,"1100440",35209,"NULL","NULL","elytron","holotype",219250,"length","10"
"25343",106803,"1100728",35209,"Hand Pl XLV fig 39","NULL","elytron","holotype",219251,"length","9"
"25344",106804,"1100442",35209,"NULL","NULL","elytron","holotype",219252,"width","1.7"
"25345",106804,"1100442",35209,"NULL","NULL","elytron","holotype",219253,"length","6"
"25346",106805,"1100443",35209,"Hand Pl XLV fig 40","NULL","elytron","holotype",219254,"width","2.6"
"25347",106805,"1100443",35209,"Hand Pl XLV fig 40","NULL","elytron","holotype",219255,"length","9"
"25348",106806,"1100444",35209,"NULL","NULL","elytron","holotype",219256,"length","16"
"25349",106807,"1100446",35209,"Hand Pl XLV fig 41","NULL","elytron","holotype",219257,"width","6"
"25350",106807,"1100446",35209,"Hand Pl XLV fig 41","NULL","elytron","holotype",219258,"length","18"
"25351",106808,"1100448",35209,"Hand Pl XLV fig 42","NULL","elytron","holotype",219259,"length","28"
"25352",106809,"1100452",35209,"NULL","NULL","elytron","holotype",219260,"length","24"
"25353",106810,"1100449",35209,"Hand Pl XLV fig 43","NULL","elytron","holotype",219261,"length","19"
"25354",106811,"1100450",35209,"Hand Pl XLV fig 44","NULL","elytron","holotype",219262,"width","5.3"
"25355",106811,"1100450",35209,"Hand Pl XLV fig 44","NULL","elytron","holotype",219263,"length","16"
"25356",106812,"1100451",35209,"Hand Pl XLV fig 45","NULL","elytron","holotype",219264,"width","5.3"
"25357",106812,"1100451",35209,"Hand Pl XLV fig 45","NULL","elytron","holotype",219265,"length","14"
"25358",106813,"1100509",35209,"Hand Pl XLV fig 46","NULL","elytron","holotype",219266,"width","1.5"
"25359",106813,"1100509",35209,"Hand Pl XLV fig 46","NULL","elytron","holotype",219267,"length","5"
"25360",106814,"1100605",35209,"Hand Pl XLV fig 47","NULL","elytron","holotype",219268,"width","6.3"
"25361",106814,"1100605",35209,"Hand Pl XLV fig 47","NULL","elytron","holotype",219269,"length","19"
"25362",106815,"1100610",35209,"Hand Pl XLV fig 48","NULL","elytron","holotype",219270,"width","8"
"25363",106815,"1100610",35209,"Hand Pl XLV fig 48","NULL","elytron","holotype",219271,"length","24"
"25364",106816,"1100611",35209,"Hand Pl XLV fig 49","NULL","elytron","holotype",219272,"width","4.5"
"25365",106816,"1100611",35209,"Hand Pl XLV fig 49","NULL","elytron","holotype",219273,"length","14.5"
"25366",106817,"1100606",35209,"Hand Pl XLV fig 50","NULL","elytron","holotype",219274,"width","6.9"
"25367",106817,"1100606",35209,"Hand Pl XLV fig 50","NULL","elytron","holotype",219275,"length","19"
"25368",106818,"1100607",35209,"Hand Pl XLV fig 51","NULL","elytron","holotype",219276,"width","7.2"
"25369",106818,"1100607",35209,"Hand Pl XLV fig 51","NULL","elytron","holotype",219277,"length","18"
"25370",106819,"1100608",35209,"Hand Pl XLV fig 52","NULL","elytron","holotype",219278,"width","6.5"
"25371",106819,"1100608",35209,"Hand Pl XLV fig 52","NULL","elytron","holotype",219279,"length","18"
"25372",106820,"1100609",35209,"Hand Pl XLV fig 53","NULL","elytron","holotype",219280,"width","7.2"
"25373",106820,"1100609",35209,"Hand Pl XLV fig 53","NULL","elytron","holotype",219281,"length","18"
"25374",106821,"1100612",35209,"Hand Pl XLV fig 54","NULL","elytron","holotype",219282,"width","3.2"
"25375",106821,"1100612",35209,"Hand Pl XLV fig 54","NULL","elytron","holotype",219283,"length","9.5"
"25376",106822,"1100235",35209,"NHM In. 11959","NULL","elytron","holotype",219284,"width","4"
"25377",106822,"1100235",35209,"NHM In. 11959","NULL","elytron","holotype",219285,"length","13"
"25378",106823,"1100662",35209,"Hand Pl XLV fig 56","NULL","elytron","holotype",219286,"width","3"
"25379",106823,"1100662",35209,"Hand Pl XLV fig 56","NULL","elytron","holotype",219287,"length","10"
"25380",106824,"1100663",35209,"Hand Pl XLV fig 57","NULL","elytron","holotype",219288,"width","2"
"25381",106824,"1100663",35209,"Hand Pl XLV fig 57","NULL","elytron","holotype",219289,"length","7"
"25382",106825,"1100664",35209,"Hand Pl XLV fig 58","NULL","elytron","holotype",219290,"width","1.3"
"25383",106825,"1100664",35209,"Hand Pl XLV fig 58","NULL","elytron","holotype",219291,"length","4"
"25384",106826,"1100656",35209,"Hand Pl XLV fig 59","NULL","elytron","holotype",219292,"width","1.5"
"25385",106826,"1100656",35209,"Hand Pl XLV fig 59","NULL","elytron","holotype",219293,"length","5"
"25386",106827,"1100657",35209,"Hand Pl XLV fig 60","NULL","elytron","holotype",219294,"width","1.4"
"25387",106827,"1100657",35209,"Hand Pl XLV fig 60","NULL","elytron","holotype",219295,"length","5.5"
"25388",106828,"1100660",35209,"Hand Pl XLV fig 61","NULL","elytron","holotype",219296,"width","11.3"
"25389",106828,"1100660",35209,"Hand Pl XLV fig 61","NULL","elytron","holotype",219297,"length","30"
"25390",106829,"1100659",35209,"Hand Pl XLV fig 62","NULL","elytron","holotype",219298,"width","7.1"
"25391",106829,"1100659",35209,"Hand Pl XLV fig 62","NULL","elytron","holotype",219299,"length","25"
"25392",106830,"1100665",35209,"Hand Pl XLV fig 63","NULL","elytron","holotype",219300,"width","11.7"
"25393",106830,"1100665",35209,"Hand Pl XLV fig 63","NULL","elytron","holotype",219301,"length","27"
"25394",106831,"1100658",35209,"Hand Pl XLV fig 64","NULL","elytron","holotype",219302,"length","3.5"
"25395",106832,"1100666",35209,"Hand Pl XLV fig 65","NULL","elytron","holotype",219303,"width","2.9"
"25396",106832,"1100666",35209,"Hand Pl XLV fig 65","NULL","elytron","holotype",219304,"length","8"
"25397",106833,"1100670",35209,"Hand Pl XLV fig 69","NULL","elytron","holotype",219305,"width","8.9"
"25398",106833,"1100670",35209,"Hand Pl XLV fig 69","NULL","elytron","holotype",219306,"length","29"
"25399",106834,"1190396",35209,"Hand Pl XLV fig 66","NULL","elytron","holotype",219307,"length","7"
"25400",106835,"1100668",35209,"Hand Pl XLV fig 67","NULL","elytron","holotype",219308,"width","3.4"
"25401",106835,"1100668",35209,"Hand Pl XLV fig 67","NULL","elytron","holotype",219309,"length","8.5"
"25402",106836,"1100669",35209,"Hand Pl XLV fig 68","NULL","elytron","holotype",219310,"width","5.1"
"25403",106836,"1100669",35209,"Hand Pl XLV fig 68","NULL","elytron","holotype",219311,"length","12"
"25404",106837,"1100236",35209,"NHM In. 3523","NULL","elytron","holotype",219312,"length","5"
"25405",106838,"1100671",35209,"Hand Pl XLV fig 71","NULL","elytron","holotype",219313,"width","2.3"
"25406",106838,"1100671",35209,"Hand Pl XLV fig 71","NULL","elytron","holotype",219314,"length","7"
"25407",106839,"1100672",35209,"Hand Pl XLV fig 72","NULL","elytron","holotype",219315,"width","3.1"
"25408",106839,"1100672",35209,"Hand Pl XLV fig 72","NULL","elytron","holotype",219316,"length","11"
"25409",106840,"1100661",35209,"Hand Pl XLV fig 73","NULL","elytron","holotype",219317,"width","5.3"
"25410",106840,"1100661",35209,"Hand Pl XLV fig 73","NULL","elytron","holotype",219318,"length","20"
"25411",106841,"1100673",35209,"Hand Pl XLV fig 74","NULL","elytron","holotype",219319,"width","1.75"
"25412",106841,"1100673",35209,"Hand Pl XLV fig 74","NULL","elytron","holotype",219320,"length","7"
"25413",106842,"1100674",35209,"Hand Pl XLV fig 75","NULL","elytron","holotype",219321,"width","1.4"
"25414",106842,"1100674",35209,"Hand Pl XLV fig 75","NULL","elytron","holotype",219322,"length","5.5"
"25415",106843,"1100680",35209,"Hand Pl XLV fig 76","NULL","elytron","holotype",219323,"width","0.9"
"25416",106843,"1100680",35209,"Hand Pl XLV fig 76","NULL","elytron","holotype",219324,"length","3"
"25417",106844,"1100675",35209,"Hand Pl XLV fig 77","NULL","elytron","holotype",219325,"width","1.8"
"25418",106844,"1100675",35209,"Hand Pl XLV fig 77","NULL","elytron","holotype",219326,"length","4"
"25419",106845,"1100677",35209,"Hand Pl XLV fig 78","NULL","elytron","holotype",219327,"width","2.8"
"25420",106845,"1100677",35209,"Hand Pl XLV fig 78","NULL","elytron","holotype",219328,"length","6.5"
"25421",106846,"1100676",35209,"Hand Pl XLV fig 79","NULL","elytron","holotype",219329,"width","3.5"
"25422",106846,"1100676",35209,"Hand Pl XLV fig 79","NULL","elytron","holotype",219330,"length","9.5"
"25423",106847,"1100694",35209,"Hand Pl XLV fig 80","NULL","elytron","holotype",219331,"width","2.9"
"25424",106847,"1100694",35209,"Hand Pl XLV fig 80","NULL","elytron","holotype",219332,"length","8"
"25425",106848,"1100695",35209,"NULL","NULL","elytron","holotype",219333,"width","4"
"25426",106848,"1100695",35209,"NULL","NULL","elytron","holotype",219334,"length","10"
"25427",106849,"1100696",35209,"NULL","NULL","elytron","holotype",219335,"width","5"
"25428",106849,"1100696",35209,"NULL","NULL","elytron","holotype",219336,"length","14"
"25429",106850,"1100697",35209,"Hand Pl XLV fig 81","NULL","elytron","holotype",219337,"width","3"
"25430",106850,"1100697",35209,"Hand Pl XLV fig 81","NULL","elytron","holotype",219338,"length","6"
"25431",106851,"1100681",35209,"NULL","NULL","elytron","holotype",219339,"length","6"
"25432",106852,"1100682",35209,"NULL","NULL","elytron","holotype",219340,"width","2.3"
"25433",106852,"1100682",35209,"NULL","NULL","elytron","holotype",219341,"length","4.5"
"25434",106853,"1100698",35209,"NULL","NULL","elytron","holotype",219342,"width","3.8"
"25435",106853,"1100698",35209,"NULL","NULL","elytron","holotype",219343,"length","7.5"
"25436",106854,"1100699",35209,"NULL","NULL","elytron","holotype",219344,"width","2.7"
"25437",106854,"1100699",35209,"NULL","NULL","elytron","holotype",219345,"length","6"
"25438",106855,"1100700",35209,"NULL","NULL","elytron","holotype",219346,"length","4.5"
"25439",106856,"1100685",35209,"NULL","NULL","elytron","holotype",219347,"length","3"
"25440",106857,"1100683",35209,"Hand Pl XLV fig 82","NULL","elytron","holotype",219348,"width","1.7"
"25441",106857,"1100683",35209,"Hand Pl XLV fig 82","NULL","elytron","holotype",219349,"length","3.5"
"25442",106858,"1100684",35209,"Hand Pl XLV fig 83","NULL","elytron","holotype",219350,"width","1.3"
"25443",106858,"1100684",35209,"Hand Pl XLV fig 83","NULL","elytron","holotype",219351,"length","2"
"25444",106859,"1100701",35209,"Hand Pl XLV fig 84","NULL","elytron","holotype",219352,"width","3.7"
"25445",106859,"1100701",35209,"Hand Pl XLV fig 84","NULL","elytron","holotype",219353,"length","5.5"
"25446",106860,"1190401",35209,"NULL","NULL","elytron","holotype",219354,"length","7"
"25447",106861,"1100703",35209,"Hand Pl XLV fig 85","NULL","elytron","holotype",219355,"width","3.7"
"25448",106861,"1100703",35209,"Hand Pl XLV fig 85","NULL","elytron","holotype",219356,"length","5.5"
"25449",106862,"1100686",35209,"NULL","NULL","elytron","holotype",219357,"length","9"
"25450",106863,"1100704",35209,"Hand Pl XLV fig 86","NULL","elytron","holotype",219358,"length","5"
"25451",106864,"1100705",35209,"NULL","NULL","elytron","holotype",219359,"length","3"
"25452",106865,"1100688",35209,"Hand Pl XLV fig 87","NULL","elytron","holotype",219360,"width","1.4"
"25453",106865,"1100688",35209,"Hand Pl XLV fig 87","NULL","elytron","holotype",219361,"length","3.5"
"25454",106866,"1100744",35209,"Hand Pl XLVI fig 21","NULL","forewing","holotype",219362,"length","48"
"25456",106868,"1013055",35209,"NULL","NULL","forewing","holotype",219364,"length","60"
"25458",106870,"1100743",35209,"NULL","NULL","forewing","holotype",219366,"length","55"
"25460",106872,"1100742",35209,"NULL","NULL","forewing","holotype",219368,"length","40"
"25462",106875,"1106101",35209,"NULL","NULL","forewing","holotype",219371,"length","43"
"25464",106877,"1100736",49264,"NULL","NULL","forewing","holotype",219373,"length","45"
"25466",106879,"1100737",49264,"Munich No. 773","NULL","forewing","holotype",219375,"length","26"
"25468",106882,"1100738",35209,"NULL","NULL","forewing","holotype",219378,"length","35"
"25470",106884,"1100739",49264,"Munich No. 772","NULL","forewing","holotype",219380,"length","28"
"25472",106887,"1100740",49264,"NULL","NULL","forewing","holotype",219383,"length","32"
"25474",106890,"1100741",49264,"NULL","NULL","forewing","holotype",219386,"length","26"
"25477",106895,"1100732",35209,"NULL","NULL","tegmen","holotype",219391,"length","4"
"25482",106898,"1100904",44691,"SMNS 62460","NULL","wing","holotype",219396,"length","11"
"25483",106899,"1100903",44691,"SMNS 9633","NULL","wing","holotype",219397,"length","13.2"
"25485",106901,"1101007",44694,"NULL","NULL","forewing","holotype",219399,"width","17"
"25486",106901,"1101007",44694,"NULL","NULL","forewing","holotype",219400,"length","23"
"25487",106902,"1101008",44695,"NULL","NULL","forewing","holotype",219401,"width","4.5"
"25488",106902,"1101008",44695,"NULL","NULL","forewing","holotype",219402,"length","15"
"25495",106940,"1101418",44720,"PU 2/318","NULL","forewing","holotype",219478,"length","15.7"
"25497",106942,"1101419",44722,"PU 2/312","NULL","forewing","holotype",219480,"length","19"
"25498",106943,"1101420",44723,"PIN 1255/184","NULL","forewing","holotype",219481,"width","2.5"
"25499",106943,"1101420",44723,"PIN 1255/184","NULL","forewing","holotype",219482,"length","6.8"
